lat,lon
5125.67672,01323.35644
5125.67742,01323.35733
5125.67793,01323.35824
5125.67836,01323.35908
5125.67888,01323.36005
5125.67936,01323.36093
5125.67994,01323.36199
5125.68053,01323.36293
5125.68100,01323.36359
5125.68152,01323.36437
5125.68217,01323.36532
5125.68273,01323.36619
5125.68343,01323.36718
5125.68400,01323.36818
5125.68451,01323.36909
5125.68506,01323.37003
5125.68565,01323.37092
5125.68621,01323.37167
5125.68676,01323.37228
5125.68725,01323.37297
5125.68776,01323.37378
5125.68831,01323.37458
5125.68868,01323.37529
5125.68909,01323.37603
5125.68954,01323.37681
5125.69007,01323.37757
5125.69057,01323.37819
5125.69096,01323.37874
5125.69161,01323.37961
5125.69199,01323.38024
5125.69251,01323.38108
5125.69298,01323.38193
5125.69356,01323.38279
5125.69404,01323.38346
5125.69464,01323.38421
5125.69530,01323.38500
5125.69598,01323.38590
5125.69654,01323.38677
5125.69710,01323.38768
5125.69770,01323.38871
5125.69829,01323.38962
5125.69888,01323.39050
5125.69942,01323.39127
5125.69998,01323.39202
5125.70059,01323.39284
5125.70101,01323.39340
5125.70149,01323.39423
5125.70197,01323.39512
5125.70251,01323.39588
5125.70300,01323.39637
5125.70345,01323.39696
5125.70392,01323.39765
5125.70463,01323.39852
5125.70492,01323.39913
5125.70516,01323.39985
5125.70558,01323.40052
5125.70616,01323.40135
5125.70678,01323.40224
5125.70717,01323.40302
5125.70772,01323.40385
5125.70806,01323.40423
5125.70857,01323.40485
5125.70902,01323.40564
5125.70962,01323.40643
5125.71005,01323.40709
5125.71080,01323.40817
5125.71137,01323.40894
5125.71184,01323.40954
5125.71219,01323.40994
5125.71282,01323.41070
5125.71343,01323.41154
5125.71399,01323.41214
5125.71458,01323.41302
5125.71507,01323.41380
5125.71572,01323.41464
5125.71622,01323.41529
5125.71674,01323.41598
5125.71738,01323.41687
5125.71795,01323.41777
5125.71840,01323.41865
5125.71883,01323.41951
5125.71944,01323.42042
5125.72008,01323.42138
5125.72065,01323.42235
5125.72120,01323.42318
5125.72180,01323.42404
5125.72240,01323.42481
5125.72297,01323.42558
5125.72351,01323.42637
5125.72406,01323.42721
5125.72457,01323.42816
5125.72515,01323.42915
5125.72562,01323.43005
5125.72615,01323.43093
5125.72664,01323.43181
5125.72731,01323.43257
5125.72794,01323.43346
5125.72861,01323.43437
5125.72921,01323.43517
5125.72980,01323.43605
5125.73047,01323.43693
5125.73116,01323.43789
5125.73180,01323.43878
5125.73248,01323.43955
5125.73315,01323.44041
5125.73379,01323.44130
5125.73435,01323.44220
5125.73479,01323.44308
5125.73525,01323.44402
5125.73587,01323.44507
5125.73656,01323.44610
5125.73720,01323.44703
5125.73783,01323.44789
5125.73840,01323.44856
5125.73903,01323.44942
5125.73963,01323.45052
5125.74014,01323.45147
5125.74070,01323.45244
5125.74119,01323.45338
5125.74161,01323.45425
5125.74211,01323.45514
5125.74271,01323.45592
5125.74333,01323.45666
5125.74391,01323.45747
5125.74444,01323.45833
5125.74498,01323.45912
5125.74552,01323.45998
5125.74609,01323.46084
5125.74663,01323.46160
5125.74716,01323.46240
5125.74771,01323.46307
5125.74839,01323.46377
5125.74896,01323.46450
5125.74956,01323.46535
5125.75026,01323.46631
5125.75089,01323.46707
5125.75149,01323.46786
5125.75193,01323.46868
5125.75267,01323.46940
5125.75328,01323.47024
5125.75386,01323.47108
5125.75436,01323.47193
5125.75496,01323.47279
5125.75559,01323.47363
5125.75611,01323.47448
5125.75656,01323.47550
5125.75697,01323.47627
5125.75753,01323.47700
5125.75815,01323.47767
5125.75869,01323.47816
5125.75933,01323.47898
5125.75987,01323.47982
5125.76035,01323.48060
5125.76081,01323.48148
5125.76142,01323.48238
5125.76181,01323.48323
5125.76220,01323.48401
5125.76275,01323.48488
5125.76331,01323.48568
5125.76389,01323.48640
5125.76437,01323.48705
5125.76484,01323.48781
5125.76552,01323.48868
5125.76616,01323.48961
5125.76664,01323.49047
5125.76698,01323.49123
5125.76745,01323.49204
5125.76800,01323.49309
5125.76845,01323.49390
5125.76881,01323.49440
5125.76924,01323.49493
5125.76975,01323.49561
5125.77039,01323.49650
5125.77101,01323.49730
5125.77153,01323.49823
5125.77191,01323.49900
5125.77220,01323.49975
5125.77275,01323.50063
5125.77336,01323.50155
5125.77384,01323.50228
5125.77428,01323.50277
5125.77482,01323.50340
5125.77539,01323.50410
5125.77598,01323.50496
5125.77650,01323.50577
5125.77704,01323.50663
5125.77752,01323.50740
5125.77817,01323.50819
5125.77871,01323.50914
5125.77936,01323.51007
5125.77992,01323.51074
5125.78048,01323.51147
5125.78100,01323.51217
5125.78150,01323.51293
5125.78201,01323.51372
5125.78243,01323.51445
5125.78297,01323.51537
5125.78347,01323.51632
5125.78401,01323.51706
5125.78452,01323.51784
5125.78501,01323.51860
5125.78557,01323.51940
5125.78619,01323.52019
5125.78682,01323.52080
5125.78739,01323.52162
5125.78782,01323.52250
5125.78820,01323.52344
5125.78870,01323.52435
5125.78914,01323.52532
5125.78964,01323.52612
5125.79017,01323.52691
5125.79085,01323.52754
5125.79143,01323.52834
5125.79201,01323.52921
5125.79258,01323.52999
5125.79297,01323.53069
5125.79342,01323.53154
5125.79382,01323.53264
5125.79443,01323.53369
5125.79498,01323.53439
5125.79551,01323.53501
5125.79600,01323.53570
5125.79657,01323.53648
5125.79726,01323.53729
5125.79780,01323.53813
5125.79831,01323.53899
5125.79886,01323.53977
5125.79942,01323.54074
5125.79992,01323.54173
5125.80063,01323.54248
5125.80129,01323.54324
5125.80199,01323.54388
5125.80264,01323.54459
5125.80314,01323.54551
5125.80382,01323.54645
5125.80450,01323.54741
5125.80509,01323.54826
5125.80570,01323.54922
5125.80619,01323.55013
5125.80681,01323.55115
5125.80732,01323.55204
5125.80788,01323.55301
5125.80850,01323.55392
5125.80907,01323.55480
5125.80971,01323.55576
5125.81039,01323.55683
5125.81106,01323.55779
5125.81170,01323.55859
5125.81228,01323.55952
5125.81293,01323.56056
5125.81355,01323.56150
5125.81416,01323.56227
5125.81475,01323.56312
5125.81540,01323.56394
5125.81610,01323.56495
5125.81674,01323.56592
5125.81733,01323.56691
5125.81784,01323.56781
5125.81826,01323.56864
5125.81860,01323.56908
5125.81926,01323.56958
5125.81975,01323.57028
5125.82014,01323.57081
5125.82057,01323.57152
5125.82100,01323.57232
5125.82151,01323.57313
5125.82183,01323.57382
5125.82225,01323.57442
5125.82259,01323.57511
5125.82268,01323.57591
5125.82318,01323.57684
5125.82378,01323.57765
5125.82440,01323.57837
5125.82482,01323.57903
5125.82547,01323.57982
5125.82612,01323.58102
5125.82662,01323.58192
5125.82713,01323.58295
5125.82760,01323.58381
5125.82811,01323.58469
5125.82849,01323.58550
5125.82897,01323.58631
5125.82940,01323.58718
5125.82992,01323.58811
5125.83070,01323.58896
5125.83125,01323.58966
5125.83173,01323.59037
5125.83223,01323.59112
5125.83284,01323.59193
5125.83335,01323.59271
5125.83399,01323.59359
5125.83468,01323.59427
5125.83538,01323.59505
5125.83574,01323.59590
5125.83631,01323.59669
5125.83691,01323.59760
5125.83763,01323.59866
5125.83823,01323.59962
5125.83882,01323.60043
5125.83957,01323.60134
5125.84027,01323.60219
5125.84095,01323.60305
5125.84147,01323.60388
5125.84202,01323.60470
5125.84257,01323.60565
5125.84319,01323.60640
5125.84390,01323.60724
5125.84460,01323.60804
5125.84526,01323.60887
5125.84591,01323.60977
5125.84664,01323.61061
5125.84751,01323.61162
5125.84830,01323.61276
5125.84890,01323.61377
5125.84942,01323.61471
5125.84998,01323.61545
5125.85062,01323.61631
5125.85115,01323.61700
5125.85169,01323.61755
5125.85226,01323.61825
5125.85292,01323.61909
